,Model Name,Price,CC,Mileage,Weight,Links
199,KTM 790 Duke,"₹ 8,63,945",799.0 CC,22.72 Km/l,169 Kg,https://www.carandbike.com/ktm-bikes/790-duke
200,Okinawa Ridge +,"₹ 64,998",NA,100 Km/Full Charge,96 Kg,https://www.carandbike.com/okinawa-bikes/ridge-plus
201,Harley-Davidson Forty-Eight,"₹ 10,61,000",1202.0 CC,20 Km/l,252 Kg,https://www.carandbike.com/harley-davidson-bikes/forty-eight
202,Ducati  Multistrada V2,"₹ 14,65,000",937.0 CC,16 Km/l,230 Kg,https://www.carandbike.com/ducati-bikes/multistrada-v2
203,Piaggio Vespa 150,"₹ 1,22,664",154.8 CC,45 Km/l,114 Kg,https://www.carandbike.com/piaggio-bikes/vespa-150
204,Benelli TRK 251,"₹ 2,51,000",249.0 CC,24.39 Km/l,164 Kg,https://www.carandbike.com/benelli-bikes/trk-251
205,Okinawa Lite,"₹ 59,990",NA,50 Km/Full Charge,150 Kg,https://www.carandbike.com/okinawa-bikes/lite
206,Aprilia Storm 125,"₹ 85,431",124.5 CC,40 Km/l,122 Kg,https://www.carandbike.com/aprilia-bikes/storm-125
207,Triumph Street Triple,"₹ 9,15,000",765.0 CC,19.1 Km/l,166 Kg,https://www.carandbike.com/triumph-bikes/street-triple
208,Harley-Davidson Sportster S,"₹ 15,51,000",1252.0 CC,11.8 Km/l,228 Kg,https://www.carandbike.com/harley-davidson-bikes/sportster-s
209,Kawasaki Vulcan S,"₹ 6,16,000",649.0 CC,23 Km/l,235 Kg,https://www.carandbike.com/kawasaki-bikes/vulcan-s
210,Ducati Scrambler,"₹ 7,99,000",803.0 CC,20 Km/l,173 Kg,https://www.carandbike.com/ducati-bikes/scrambler
211,Indian Scout,"₹ 12,69,500",1131.0 CC,25 Km/l,244 Kg,https://www.carandbike.com/indian-bikes/scout
212,Mahindra Mojo,"₹ 1,99,000",295.0 CC,25 Km/l,186 Kg,https://www.carandbike.com/mahindra-bikes/mojo
213,Kawasaki Ninja H2 SX,"₹ 22,89,000",998.0 CC,15 Km/l,256 Kg,https://www.carandbike.com/kawasaki-bikes/ninja-h2-sx
214,Benelli Leoncino 250,"₹ 2,50,000",249.0 CC,37 Km/l,162 Kg,https://www.carandbike.com/benelli-bikes/leoncino-250
215,Suzuki Gixxer 250,"₹ 1,71,200",249.0 CC,38 Km/l,156 Kg,https://www.carandbike.com/suzuki-bikes/gixxer-250
216,MV Agusta F4 RR,"₹ 38,83,000",998.0 CC,15 Km/l,190 Kg,https://www.carandbike.com/mv-agusta-bikes/f4-rr
217,Moto Guzzi Audace,"₹ 23,14,000",1380.0 CC,15 Km/l,299 Kg,https://www.carandbike.com/moto-guzzi-bikes/audace
218,Indian Chief Vintage,"₹ 25,32,500",1811.0 CC,20 Km/l,379 Kg,https://www.carandbike.com/indian-bikes/chief-vintage
219,Okaya Classiq,"₹ 69,900",N/A,200 Km/Full Charge,95 Kg,https://www.carandbike.com/okaya-bikes/classiq
220,Kawasaki Ninja H2 SX SE,"₹ 28,19,000",998.0 CC,15 Km/l,260 Kg,https://www.carandbike.com/kawasaki-bikes/ninja-h2-sx-se
221,Ducati Diavel 1260,"₹ 18,49,000",1262.0 CC,18.5 Km/l,244 Kg,https://www.carandbike.com/ducati-bikes/diavel-1260
222,KTM 390 Adventure,"₹ 3,35,000",373.0 CC,25 Km/l,158 Kg,https://www.carandbike.com/ktm-bikes/390-adventure
223,Harley-Davidson Street Bob,"₹ 12,59,000",1745.0 CC,15 Km/l,286 Kg,https://www.carandbike.com/harley-davidson-bikes/street-bob
224,Benelli Leoncino,"₹ 4,70,000",500.0 CC,24 Km/l,150 Kg,https://www.carandbike.com/benelli-bikes/leoncino
225,Indian Scout Sixty,"₹ 10,99,500",999.0 CC,25 Km/l,254 Kg,https://www.carandbike.com/indian-bikes/scout-sixty
226,Honda CB 650 R,"₹ 8,67,275",648.7 CC,25 Km/l,206 Kg,https://www.carandbike.com/honda-bikes/cb-650-r
227,Ducati Hyperstrada,"₹ 12,15,000",937.0 CC,20 Km/l,210 Kg,https://www.carandbike.com/ducati-bikes/hyperstrada
228,BMW K 1600 B,"₹ 28,10,000",1649.0 CC,15 Km/l,350 Kg,https://www.carandbike.com/bmw-bikes/k-1600-b
229,Kawasaki Versys X-300,"₹ 4,69,000",296.0 CC,22 Km/l,184 Kg,https://www.carandbike.com/kawasaki-bikes/versys-x-300
230,Okinawa R30,"₹ 58,992",NA,60 Km/Full Charge,150 Kg,https://www.carandbike.com/okinawa-bikes/r30
231,Suzuki V-Strom 650XT,"₹ 8,84,000",645.0 CC,N/A,216 Kg,https://www.carandbike.com/suzuki-bikes/v-strom-650xt
232,Okinawa i-Praise,"₹ 1,08,749",NA,139 Km/Full Charge,150 Kg,https://www.carandbike.com/okinawa-bikes/i-praise
233,Ampere Magnus,"₹ 45,999",NA,45 - 121 Km/Full Charge,94 Kg,https://www.carandbike.com/ampere-bikes/magnus
234,FB Mondial HPS 300,"₹ 3,37,000",249.0 CC,26 Km/l,135 Kg,https://www.carandbike.com/fb-mondial-bikes/hps-300
235,Honda CRF1100L Africa Twin,"₹ 16,01,500",1084.0 CC,20.4 - 20.8 Km/l,239 Kg,https://www.carandbike.com/honda-bikes/crf1100l-africa-twin
236,Ducati Monster,"₹ 10,99,000",937.0 CC,18.8 Km/l,188 Kg,https://www.carandbike.com/ducati-bikes/monster
237,Simple Energy One,"₹ 1,09,999",NA,236 Km/Full Charge,110 Kg,https://www.carandbike.com/simple-energy-bikes/one
238,Benelli TRK 502,"₹ 4,86,000",500.0 CC,30.97 Km/l,235 Kg,https://www.carandbike.com/benelli-bikes/trk-502
239,Ducati Scrambler 1100,"₹ 10,99,000",1079.0 CC,19.2 Km/l,189 Kg,https://www.carandbike.com/ducati-bikes/scrambler-1100
240,Kawasaki KX250F,"₹ 7,99,000",249.0 CC,25 Km/l,104 Kg,https://www.carandbike.com/kawasaki-bikes/kx250f
241,Indian Chief Dark Horse,"₹ 20,75,922",1890.0 CC,20 Km/l,304 Kg,https://www.carandbike.com/indian-bikes/chief-dark-horse
242,TVS Apache RTR 200 FI E100,"₹ 1,20,000",197.8 CC,42 Km/l,152 Kg,https://www.carandbike.com/tvs-bikes/apache-rtr-200-fi-e100
243,Odysse V2,"₹ 75,000",NA,75 Km/Full Charge,75 Kg,https://www.carandbike.com/odysse-bikes/v2
244,Indian Roadmaster,"₹ 39,00,000",1811.0 CC,15 Km/l,421 Kg,https://www.carandbike.com/indian-bikes/roadmaster
245,Harley-Davidson Softail Low Rider,"₹ 13,75,000",1745.0 CC,15 Km/l,300 Kg,https://www.carandbike.com/harley-davidson-bikes/softail-low-rider
246,Ducati 959 Panigale,"₹ 14,69,000",955.0 CC,18 Km/l,200 Kg,https://www.carandbike.com/ducati-bikes/959-panigale
247,Okinawa Dual,"₹ 58,998",NA,60 Km/Full Charge,96 Kg,https://www.carandbike.com/okinawa-bikes/dual
248,BMW F900R,"₹ 10,80,000",895.0 CC,24 Km/l,211 Kg,https://www.carandbike.com/bmw-bikes/f900r
249,Kabira Mobility KM 4000,"₹ 1,36,990",NA,150 Km/Full Charge,150 Kg,https://www.carandbike.com/kabira-mobility-bikes/km-4000
250,Harley-Davidson Softail Deluxe,"₹ 18,65,000",1745.0 CC,15 Km/l,316 Kg,https://www.carandbike.com/harley-davidson-bikes/softail-deluxe
251,Aprilia SR 125,"₹ 1,07,595",125.0 CC,40 Km/l,122 Kg,https://www.carandbike.com/aprilia-bikes/sr-125
252,Harley-Davidson 1200 Custom,"₹ 10,89,000",1202.0 CC,24 Km/l,268 Kg,https://www.carandbike.com/harley-davidson-bikes/1200-custom
253,BMW R 1200 GS Adventure,"₹ 17,25,000",1170.0 CC,20 Km/l,263 Kg,https://www.carandbike.com/bmw-bikes/r-1200-gs-adventure
254,Ducati 1299 Panigale,"₹ 51,82,000",1285.0 CC,15 Km/l,190 Kg,https://www.carandbike.com/ducati-bikes/1299-panigale
255,Honda CB500X,"₹ 6,87,386",471.0 CC,28.6 Km/l,199 Kg,https://www.carandbike.com/honda-bikes/cb500x
256,Evolet Polo,"₹ 44,499",NA,55 - 60 Km/Full Charge,82 Kg,https://www.carandbike.com/evolet-bikes/polo
257,Honda CB1000R +,"₹ 14,46,657",998.0 CC,18 Km/l,213 Kg,https://www.carandbike.com/honda-bikes/cb1000r-plus
258,MV Agusta Brutale 800,"₹ 16,98,553",798.0 CC,18 Km/l,175 Kg,https://www.carandbike.com/mv-agusta-bikes/brutale-800
259,Ducati Multistrada 950,"₹ 15,49,000",937.0 CC,16 Km/l,230 Kg,https://www.carandbike.com/ducati-bikes/multistrada-950
260,Ducati Multistrada 1260,"₹ 15,99,000",1262.0 CC,19.2 Km/l,232 Kg,https://www.carandbike.com/ducati-bikes/multistrada-1260
261,Triumph Trident 660,"₹ 7,45,000",660.0 CC,N/A,189 Kg,https://www.carandbike.com/triumph-bikes/trident-660
262,Aprilia SXR 160,"₹ 1,26,000",160.0 CC,N/A,129 Kg,https://www.carandbike.com/aprilia-bikes/sxr-160
263,Kawasaki KLX 140G,"₹ 4,06,600",144.0 CC,N/A,99 Kg,https://www.carandbike.com/kawasaki-bikes/klx-140g
264,MV Agusta Turismo Veloce 800,"₹ 20,80,665",798.0 CC,17 Km/l,191 Kg,https://www.carandbike.com/mv-agusta-bikes/turismo-veloce-800
265,Kawasaki W800 Street,"₹ 7,33,000",773.0 CC,14 Km/l,221 Kg,https://www.carandbike.com/kawasaki-bikes/w800-street
266,Moto Guzzi V9 Roamer,"₹ 14,79,000",850.0 CC,18 Km/l,199 Kg,https://www.carandbike.com/moto-guzzi-bikes/v9-roamer
267,Triumph Tiger 900,"₹ 13,70,000",888.0 CC,17 - 24 Km/l,194 Kg,https://www.carandbike.com/triumph-bikes/tiger-900
268,Kawasaki KLX 450R,"₹ 8,99,000",449.0 CC,23 Km/l,126 Kg,https://www.carandbike.com/kawasaki-bikes/klx-450r
269,Ducati Monster 1200,"₹ 20,10,000",1198.0 CC,15 Km/l,211 Kg,https://www.carandbike.com/ducati-bikes/monster-1200
270,CFMoto 300NK,"₹ 2,29,000",292.4 CC,33 Km/l,151 Kg,https://www.carandbike.com/cfmoto-bikes/300nk
271,Triumph Thruxton R,"₹ 11,92,000",1200.0 CC,21 Km/l,203 Kg,https://www.carandbike.com/triumph-bikes/thruxton-r
272,Li-ions Elektrik Spock,"₹ 65,000",NA,130 Km/Full Charge,90 Kg,https://www.carandbike.com/li-ions-elektrik-bikes/spock
273,Polarity Executive,"₹ 38,000",NA,80 Km/Full Charge,55 Kg,https://www.carandbike.com/polarity-bikes/executive
274,BMW R 1250 R,"₹ 16,25,000",1254.0 CC,21 Km/l,239 Kg,https://www.carandbike.com/bmw-bikes/r-1250-r
275,Benelli BN 302R,"₹ 3,10,000",300.0 CC,20 Km/l,198 Kg,https://www.carandbike.com/benelli-bikes/bn-302r
276,BMW S 1000 XR,"₹ 21,30,000",999.0 CC,20 Km/l,216 Kg,https://www.carandbike.com/bmw-bikes/s-1000-xr
277,Ampere Zeal Ex,"₹ 74,489",NA,85 Km/Full Charge,78 Kg,https://www.carandbike.com/ampere-bikes/zeal-ex
278,BMW R 1200 RT,"₹ 18,35,000",1170.0 CC,20 Km/l,276 Kg,https://www.carandbike.com/bmw-bikes/r-1200-rt
279,MV Agusta Dragster 800 RR,"₹ 20,52,356",798.0 CC,14.9 Km/l,168 Kg,https://www.carandbike.com/mv-agusta-bikes/dragster-800-rr
280,Kawasaki Z H2,"₹ 21,90,000",998.0 CC,15 Km/l,239 Kg,https://www.carandbike.com/kawasaki-bikes/z-h2
281,Lohia Omastar,"₹ 40,850",48.0 CC,60 Km/Full Charge,66 Kg,https://www.carandbike.com/lohia-bikes/omastar
282,Indian FTR 1200,"₹ 15,99,000",1203.0 CC,18 Km/l,218 Kg,https://www.carandbike.com/indian-bikes/ftr-1200
283,Triumph Bonneville Bobber,"₹ 12,25,000",1200.0 CC,24 Km/l,251 Kg,https://www.carandbike.com/triumph-bikes/bonneville-bobber
284,CFMoto 650NK,"₹ 4,29,000",649.0 CC,21 Km/l,206 Kg,https://www.carandbike.com/cfmoto-bikes/650nk
285,Ampere Magnus Pro,"₹ 79,966",NA,75 Km/Full Charge,94 Kg,https://www.carandbike.com/ampere-bikes/magnus-pro
286,Triumph Bonneville T120,"₹ 10,99,000",1200.0 CC,18 Km/l,217 Kg,https://www.carandbike.com/triumph-bikes/bonneville-t120
287,Ducati XDiavel,"₹ 16,48,000",1262.0 CC,15 Km/l,247 Kg,https://www.carandbike.com/ducati-bikes/xdiavel
288,Ampere Zeal,"₹ 74,490",NA,70 Km/Full Charge,75 Kg,https://www.carandbike.com/ampere-bikes/zeal
289,BMW R nineT Scrambler,"₹ 16,75,000",1197.0 CC,20 Km/l,220 Kg,https://www.carandbike.com/bmw-bikes/r-ninet-scrambler
290,Triumph Bonneville T100,"₹ 9,49,000",900.0 CC,26.3 Km/l,228 Kg,https://www.carandbike.com/triumph-bikes/bonneville-t100
291,Indian Springfield,"₹ 33,50,000",1811.0 CC,14 Km/l,391 Kg,https://www.carandbike.com/indian-bikes/springfield
292,Kawasaki Z650,"₹ 6,24,000",649.0 CC,18 Km/l,186 Kg,https://www.carandbike.com/kawasaki-bikes/z650
293,Avantura Choppers Pravega,"₹ 21,40,000",2025.7 CC,18 Km/l,347 Kg,https://www.carandbike.com/avantura-choppers-bikes/pravega
294,Ducati Hypermotard,"₹ 11,12,000",937.0 CC,20 Km/l,204 Kg,https://www.carandbike.com/ducati-bikes/hypermotard
295,Polarity Sport,"₹ 40,000",NA,80 Km/Full Charge,55 Kg,https://www.carandbike.com/polarity-bikes/sport
296,BGauss D15,"₹ 99,999",NA,N/A,107 Kg,https://www.carandbike.com/bgauss-bikes/d15
297,CFMoto 650GT,"₹ 5,59,000",649.3 CC,20 Km/l,226 Kg,https://www.carandbike.com/cfmoto-bikes/650gt
298,BMW M 1000 RR,"₹ 42,00,000",999.0 CC,N/A,192 Kg,https://www.carandbike.com/bmw-bikes/m-1000-rr
299,Ducati Multistrada 1200,"₹ 15,32,000",1198.4 CC,18 Km/l,232 Kg,https://www.carandbike.com/ducati-bikes/multistrada-1200
300,BMW R 1200 RS,"₹ 15,55,000",1170.0 CC,20 Km/l,236 Kg,https://www.carandbike.com/bmw-bikes/r-1200-rs
301,Ducati Scrambler Desert Sled,"₹ 9,80,000",803.0 CC,20 Km/l,191 Kg,https://www.carandbike.com/ducati-bikes/scrambler-desert-sled
302,Aprilia RS 660,"₹ 13,39,000",659.0 CC,N/A,183 Kg,https://www.carandbike.com/aprilia-bikes/rs-660
303,Triumph Street Scrambler,"₹ 9,35,000",900.0 CC,18 Km/l,223 Kg,https://www.carandbike.com/triumph-bikes/street-scrambler
304,Evolet Pony,"₹ 39,499",NA,55 - 60 Km/Full Charge,82 Kg,https://www.carandbike.com/evolet-bikes/pony
305,Triumph Rocket 3,"₹ 19,90,000",2458.0 CC,13 - 14.66 Km/l,291 Kg,https://www.carandbike.com/triumph-bikes/rocket-3
306,Indian Chieftain,"₹ 32,01,000",1811.0 CC,20 Km/l,389 Kg,https://www.carandbike.com/indian-bikes/chieftain
307,Benelli 502C,"₹ 4,98,000",500.0 CC,20 Km/l,216 Kg,https://www.carandbike.com/benelli-bikes/502c
308,Triumph Tiger Sport 660,"₹ 8,95,000",660.0 CC,N/A,206 Kg,https://www.carandbike.com/triumph-bikes/tiger-sport-660
309,Cleveland Cyclewerks Misfit,"₹ 2,49,000",229.0 CC,30 Km/l,133 Kg,https://www.carandbike.com/cleveland-cyclewerks-bikes/misfit
310,Indian Roadmaster Elite,"₹ 48,00,000",1811.0 CC,15 Km/l,433 Kg,https://www.carandbike.com/indian-bikes/roadmaster-elite
311,Ducati Multistrada 1200 Enduro,"₹ 17,99,000",1198.4 CC,24 Km/l,254 Kg,https://www.carandbike.com/ducati-bikes/multistrada-1200-enduro
312,Nexzu Mobility Dextro,"₹ 47,000",NA,N/A,62 Kg,https://www.carandbike.com/nexzu-mobility-bikes/dextro
313,Harley-Davidson Street Glide Special,"₹ 30,53,000",1745.0 CC,15 Km/l,361 Kg,https://www.carandbike.com/harley-davidson-bikes/street-glide-special
314,Bounce Infinity E1,"₹ 45,099",NA,83 Km/Full Charge,94 Kg,https://www.carandbike.com/bounce-bikes/infinity-e1
315,Moto Guzzi Eldorado,"₹ 23,67,000",1380.0 CC,14 Km/l,314 Kg,https://www.carandbike.com/moto-guzzi-bikes/eldorado
316,BMW C 400 GT,"₹ 9,95,000",350.0 CC,N/A,202 Kg,https://www.carandbike.com/bmw-bikes/c-400-gt
317,Gemopai Astrid Lite,"₹ 84,787",NA,80 Km/Full Charge,96 Kg,https://www.carandbike.com/gemopai-bikes/astrid-lite
318,Ducati Multistrada V4,"₹ 18,99,000",1158.0 CC,N/A,232 Kg,https://www.carandbike.com/ducati-bikes/multistrada-v4
319,Aprilia SXR 125,"₹ 1,15,000",125.0 CC,N/A,129 Kg,https://www.carandbike.com/aprilia-bikes/sxr-125
320,Crayon Motors Envy,"₹ 53,000",NA,160 Km/Full Charge,100 Kg,https://www.carandbike.com/crayon-motors-bikes/envy
321,Triumph Speedmaster,"₹ 11,95,000",1200.0 CC,23.25 Km/l,263 Kg,https://www.carandbike.com/triumph-bikes/speedmaster
322,Harley-Davidson Road King,"₹ 24,99,000",1745.0 CC,17 Km/l,362 Kg,https://www.carandbike.com/harley-davidson-bikes/road-king
323,Indian Chief Bobber Dark Horse,"₹ 21,39,925",1890.0 CC,20 Km/l,315 Kg,https://www.carandbike.com/indian-bikes/chief-bobber-dark-horse
324,Kawasaki KX 450,"₹ 8,59,000",449.0 CC,25 Km/l,110 Kg,https://www.carandbike.com/kawasaki-bikes/kx-450
325,One Moto Electa,"₹ 1,99,000",NA,150 Km/Full Charge,115 Kg,https://www.carandbike.com/one-moto-bikes/electa
326,BMW R 18,"₹ 19,90,000",1802.0 CC,17.8 Km/l,345 Kg,https://www.carandbike.com/bmw-bikes/r-18
327,Triumph Scrambler 1200,"₹ 10,73,000",1200.0 CC,20.4 Km/l,225 Kg,https://www.carandbike.com/triumph-bikes/scrambler-1200
328,Triumph Tiger 850 Sport,"₹ 11,95,000",888.0 CC,24 Km/l,192 Kg,https://www.carandbike.com/triumph-bikes/tiger-850-sport
329,Kawasaki Z900RS,"₹ 15,70,000",948.0 CC,20 Km/l,215 Kg,https://www.carandbike.com/kawasaki-bikes/z900rs
330,Evolet Derby,"₹ 46,499",NA,55 - 60 Km/Full Charge,82 Kg,https://www.carandbike.com/evolet-bikes/derby
331,Kawasaki Versys 650,"₹ 7,15,000",649.0 CC,20 Km/l,216 Kg,https://www.carandbike.com/kawasaki-bikes/versys-650
332,Harley-Davidson Fat Bob,"₹ 14,59,000",1745.0 CC,15 Km/l,296 Kg,https://www.carandbike.com/harley-davidson-bikes/fat-bob
333,Boom Motors Corbett-14,"₹ 86,999",NA,100 - 200 Km/Full Charge,90 Kg,https://www.carandbike.com/boom-motors-bikes/corbett-14
334,Ola Electric S1 Pro,"₹ 1,20,149",NA,181 Km/Full Charge,125 Kg,https://www.carandbike.com/ola-electric-bikes/s1-pro
335,Ducati SuperSport,"₹ 13,49,000",937.0 CC,20 Km/l,210 Kg,https://www.carandbike.com/ducati-bikes/supersport
336,Avantura Choppers Rudra,"₹ 23,90,000",2025.7 CC,19 Km/l,344 Kg,https://www.carandbike.com/avantura-choppers-bikes/rudra
337,Kawasaki Versys 1000,"₹ 11,72,000",1043.0 CC,14 Km/l,255 Kg,https://www.carandbike.com/kawasaki-bikes/versys-1000
338,Harley-Davidson Pan America 1250,"₹ 16,90,000",1252.0 CC,18 Km/l,242 Kg,https://www.carandbike.com/harley-davidson-bikes/pan-america-1250
339,Ducati Panigale V2,"₹ 17,48,826",955.0 CC,16 Km/l,197 Kg,https://www.carandbike.com/ducati-bikes/panigale-v2
340,BMW R 1250 RT,"₹ 22,50,000",1254.0 CC,21 Km/l,279 Kg,https://www.carandbike.com/bmw-bikes/r-1250-rt
341,Moto Guzzi MGX-21,"₹ 30,26,000",1380.0 CC,15 Km/l,341 Kg,https://www.carandbike.com/moto-guzzi-bikes/mgx-21
342,Nexzu Mobility Dextro +,"₹ 66,500",NA,110 Km/Full Charge,62 Kg,https://www.carandbike.com/nexzu-mobility-bikes/dextro-plus
343,Kawasaki Z650RS,"₹ 6,72,000",649.0 CC,N/A,192 Kg,https://www.carandbike.com/kawasaki-bikes/z650rs
344,Triumph Speed Triple 1200 RS,"₹ 16,95,000",1160.0 CC,22 Km/l,198 Kg,https://www.carandbike.com/triumph-bikes/speed-triple-1200-rs
345,Triumph Street Twin,"₹ 7,95,000",900.0 CC,18 Km/l,216 Kg,https://www.carandbike.com/triumph-bikes/street-twin
346,Ducati StreetFighter V4,"₹ 19,99,000",1103.0 CC,N/A,199 Kg,https://www.carandbike.com/ducati-bikes/streetfighter-v4
347,Kawasaki KX 100,"₹ 4,87,800",99.0 CC,55 Km/l,77 Kg,https://www.carandbike.com/kawasaki-bikes/kx-100
348,Ducati Hypermotard 950,"₹ 14,02,278",937.0 CC,9 Km/l,176 Kg,https://www.carandbike.com/ducati-bikes/hypermotard-950
349,Moto Guzzi V9 Bobber,"₹ 14,79,000",850.0 CC,18 Km/l,199 Kg,https://www.carandbike.com/moto-guzzi-bikes/v9-bobber
350,Aprilia Tuono 660,"₹ 13,09,000",659.0 CC,N/A,183 Kg,https://www.carandbike.com/aprilia-bikes/tuono-660
351,Ampere Reo Elite,"₹ 47,264",NA,55 - 60 Km/Full Charge,68 Kg,https://www.carandbike.com/ampere-bikes/reo-elite
352,BMW R 1200 R,"₹ 15,05,000",1170.0 CC,20 Km/l,232 Kg,https://www.carandbike.com/bmw-bikes/r-1200-r
353,Triumph  Speed Twin,"₹ 10,99,000",1200.0 CC,20.8 Km/l,216 Kg,https://www.carandbike.com/triumph-bikes/speed-twin
354,Aprilia Tuono V4,"₹ 20,66,000",1077.0 CC,14 Km/l,209 Kg,https://www.carandbike.com/aprilia-bikes/tuono-v4
355,Harley-Davidson Heritage Softail Classic,"₹ 19,71,000",1745.0 CC,15 Km/l,316 Kg,https://www.carandbike.com/harley-davidson-bikes/heritage-softail-classic
356,CFMoto 650MT,"₹ 5,29,000",649.0 CC,20 Km/l,218 Kg,https://www.carandbike.com/cfmoto-bikes/650mt
357,BMW K 1600 GTL,"₹ 29,30,000",1649.0 CC,13 Km/l,332 Kg,https://www.carandbike.com/bmw-bikes/k-1600-gtl
358,Indian Chieftain Dark Horse,"₹ 29,99,000",1811.0 CC,18 Km/l,377 Kg,https://www.carandbike.com/indian-bikes/chieftain-dark-horse
359,BGauss B8,"₹ 62,999",NA,70 - 78 Km/Full Charge,88 Kg,https://www.carandbike.com/bgauss-bikes/b8
360,Moto Guzzi V85 TT,"₹ 15,40,000",853.0 CC,20.4 Km/l,229 Kg,https://www.carandbike.com/moto-guzzi-bikes/v85-tt
361,Indian Super Chief Limited,"₹ 22,82,155",1890.0 CC,N/A,324 Kg,https://www.carandbike.com/indian-bikes/super-chief-limited
362,Indian Chief Classic,"₹ 21,29,500",1811.0 CC,20 Km/l,357 Kg,https://www.carandbike.com/indian-bikes/chief-classic
363,Earth Energy EV Glyde +,"₹ 92,000",NA,100 Km/Full Charge,110 Kg,https://www.carandbike.com/earth-energy-ev-bikes/glyde-plus
364,Cleveland Cyclewerks Ace Deluxe,"₹ 2,23,000",229.0 CC,33.98 Km/l,133 Kg,https://www.carandbike.com/cleveland-cyclewerks-bikes/ace-deluxe
365,Harley-Davidson Road Glide Special,"₹ 32,99,000",1745.0 CC,15 Km/l,372 Kg,https://www.carandbike.com/harley-davidson-bikes/road-glide-special
366,EeVe Soul,"₹ 1,40,000",NA,120 Km/Full Charge,140 Kg,https://www.carandbike.com/eeve-bikes/soul
367,Indian Chieftain Elite,"₹ 38,00,000",1811.0 CC,18 Km/l,388 Kg,https://www.carandbike.com/indian-bikes/chieftain-elite
368,22Kymco Flow,"₹ 74,740",NA,160 Km/Full Charge,85 Kg,https://www.carandbike.com/22kymco-bikes/flow
369,Odysse Racer,"₹ 59,500",NA,70 - 75 Km/Full Charge,100 Kg,https://www.carandbike.com/odysse-bikes/racer
370,MV Agusta Brutale 1090,"₹ 21,02,268",1078.0 CC,15 Km/l,183 Kg,https://www.carandbike.com/mv-agusta-bikes/brutale-1090
371,BMW F900XR,"₹ 12,30,000",895.0 CC,24 Km/l,219 Kg,https://www.carandbike.com/bmw-bikes/f900xr
372,BGauss A2,"₹ 52,499",NA,110 Km/Full Charge,88 Kg,https://www.carandbike.com/bgauss-bikes/a2
373,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
374,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
375,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
376,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
377,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
378,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
379,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
380,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
381,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
382,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
383,Honda SP 125,"₹ 78,381",124.0 CC,65 Km/l,117 Kg,https://www.carandbike.com/honda-bikes/sp-125
384,Hero HF Deluxe,"₹ 48,950",97.2 CC,83 Km/l,109 Kg,https://www.carandbike.com/hero-bikes/hf-deluxe
385,Royal Enfield Himalayan,"₹ 2,10,784",411.0 CC,45 Km/l,191 Kg,https://www.carandbike.com/royal-enfield-bikes/himalayan
386,Royal Enfield Classic Chrome,"₹ 1,88,868",499.0 CC,27 Km/l,194 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-chrome
387,Royal Enfield Meteor 350,"₹ 2,05,844",349.0 CC,41.88 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/meteor-350
388,Royal Enfield Bullet 350,"₹ 1,27,094",346.0 CC,45 Km/l,183 Kg,https://www.carandbike.com/royal-enfield-bikes/bullet-350
389,Hero Splendor +,"₹ 69,380",97.2 CC,70 Km/l,110 Kg,https://www.carandbike.com/hero-bikes/splendor-plus
390,Honda CB Shine,"₹ 72,787",124.7 CC,65 Km/l,114 Kg,https://www.carandbike.com/honda-bikes/cb-shine
391,Honda Activa 6G,"₹ 69,645",109.5 CC,45 Km/l,107 Kg,https://www.carandbike.com/honda-bikes/activa-6g
392,Royal Enfield Classic 350,"₹ 1,84,374",349.0 CC,37 Km/l,195 Kg,https://www.carandbike.com/royal-enfield-bikes/classic-350
393,Yamaha MT-15,"₹ 1,44,900",155.0 CC,48 Km/l,138 Kg,https://www.carandbike.com/yamaha-bikes/mt-15
394,Honda Dio,"₹ 64,510",109.5 CC,55 Km/l,103 Kg,https://www.carandbike.com/honda-bikes/dio
